AccountID,CustomerID,HasCard,OnlineChannel,EWalletConnected
b9787c4b-09aa-4570-9be9-50c7147d7bfc,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,FALSE,Branch,FALSE
6690a951-fc04-4a7a-ae41-5f166263307c,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,TRUE,Branch,TRUE
49560c36-8560-4e8a-a7fb-19979d2cd944,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,TRUE,Telesales,TRUE
0eb5e5a7-98f3-4640-b6a9-e3e3b62bccb1,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,TRUE,Telesales,TRUE
2cde9187-d1fa-42a6-860b-340cf21a6f38,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,FALSE,Telesales,TRUE
02bdeabe-7060-48eb-be8e-ed12a3ea21a2,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,FALSE,Telesales,TRUE
ee462fcd-a829-407c-99be-ccff33a315f3,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,FALSE,Branch,FALSE
31dae817-4937-490f-84a5-b18bcdcd0a34,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,TRUE,Branch,TRUE
82b34384-9979-4f26-88b1-90e1089a9f4f,ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,TRUE,Online,FALSE
9d7d1756-3b4e-49f5-b2cd-9a0a840c5cb0,7412b293-4729-4739-a14f-f3d719db3ad0,FALSE,Telesales,TRUE
5c17ebb5-093b-4d72-ac8c-dcaf2b633b18,7412b293-4729-4739-a14f-f3d719db3ad0,FALSE,Telesales,FALSE
f9c3ee05-0012-4399-a7af-55453d3fec1b,7412b293-4729-4739-a14f-f3d719db3ad0,TRUE,Telesales,TRUE
46a3cc71-ff2f-4883-963b-5481284e4cd4,29a3b2e9-5d65-4441-9588-42dea2bc372f,TRUE,Online,FALSE
ab6ef8dd-5a66-4316-a641-4954c798a445,ab9099a4-35a2-40ae-9af3-05535ec42e08,TRUE,Branch,TRUE
33478a91-9609-498e-a7cb-a27a65281970,ab9099a4-35a2-40ae-9af3-05535ec42e08,FALSE,Online,FALSE
b4209103-bca7-46eb-83ef-0f77848ac924,ab9099a4-35a2-40ae-9af3-05535ec42e08,TRUE,Online,TRUE
8cb21aa2-1715-4c03-ab4f-36381190e515,aefcfad8-efc8-4849-b3aa-7efe4458a885,FALSE,Online,TRUE
8f221604-d46b-4756-b9e4-39ef48d495a4,a28defe3-9bf0-4273-9247-6f57a5e5a5ab,TRUE,Telesales,FALSE
58f42098-591c-4524-953b-0f1fea3e072a,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,TRUE,Branch,TRUE
39ee80ab-46c9-47e0-90c5-9550f69a0539,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,FALSE,Online,TRUE
746b161a-31cc-4738-b68a-e9b79b3aa1d1,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,FALSE,Branch,FALSE
0130d66b-932d-4648-a769-b0f1ee01b9e0,451b4cf3-6123-4df7-b656-af7229d4beef,TRUE,Online,FALSE
8198d1f5-6839-498f-accf-147242d7f112,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,TRUE,Online,FALSE
80cfb1db-1287-4313-8f02-6c2c1b414999,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,FALSE,Branch,FALSE
1df44d3e-f26f-4b19-9708-013e4b541670,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,FALSE,Telesales,TRUE
41f83199-f4ea-4769-8366-c189cd8d9f75,5304317f-af42-412f-b838-b3268e944239,FALSE,Branch,FALSE
cb1b8eff-d02a-4cbb-89b4-094ae048f1de,5304317f-af42-412f-b838-b3268e944239,TRUE,Online,FALSE
71594914-b1b6-4ecd-8009-45ce932c3ec9,5304317f-af42-412f-b838-b3268e944239,TRUE,Online,FALSE
7bcf2b31-902b-4154-a088-5550f74f6900,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,FALSE,Online,FALSE
56f401e5-c1e9-44fa-be47-27fdc51c91f4,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,FALSE,Branch,FALSE
ae7cfd14-7577-4730-868d-a4b2f613bda0,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,FALSE,Branch,TRUE
dcad8ec2-963a-4333-a582-95dc75f1c654,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,TRUE,Telesales,TRUE
420079f5-1dc3-426e-bb62-659e0700749a,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,TRUE,Telesales,TRUE
c9e55c47-a237-48c1-a1f6-dfbe114b3c79,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,FALSE,Telesales,TRUE
b38046ef-ad4a-4b3c-b86a-f9ddfe83c32a,9132b63e-f162-47e4-a9c3-49e03602f8ac,TRUE,Online,TRUE
6994bf84-50d3-4a03-8cd7-608f3adcb38c,9132b63e-f162-47e4-a9c3-49e03602f8ac,FALSE,Telesales,TRUE
89207bc4-8439-4ed9-9a64-845ef49816ad,9132b63e-f162-47e4-a9c3-49e03602f8ac,TRUE,Telesales,FALSE
436ae2bb-d509-4e07-b368-d836027d3808,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,FALSE,Telesales,TRUE
66205167-17cf-475f-898b-cf673f8dcf96,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,FALSE,Branch,TRUE
578cd875-d231-4372-bfb0-942cac777762,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,FALSE,Online,FALSE
2db13deb-ee6f-4bea-8df7-164713769ff9,e27a984d-6548-41d0-bfcd-9eb1a7cad415,TRUE,Branch,FALSE
37f3f32b-5a81-462a-9059-f77b79ff89d9,e27a984d-6548-41d0-bfcd-9eb1a7cad415,TRUE,Telesales,TRUE
2ecaf629-44e2-4691-92de-d495e4f1e8e8,e27a984d-6548-41d0-bfcd-9eb1a7cad415,TRUE,Telesales,TRUE
ee25356a-aee0-4ec9-bf04-18a9f2765513,24933b83-7577-40a9-a491-f0b2ea1fca65,TRUE,Online,TRUE
bcb3636d-7fbe-4bb3-b0ae-d12de8f10194,24933b83-7577-40a9-a491-f0b2ea1fca65,FALSE,Branch,TRUE
3df76a69-bc45-444a-bc1f-dff0331d58bb,beb79919-3f22-4af8-a3be-d01d43cf2fde,FALSE,Online,TRUE
3aad5840-34ef-41df-83f1-9b58df6c0d60,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,FALSE,Online,TRUE
d61a080a-3fec-4a37-95be-a8dc33e88249,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,TRUE,Telesales,FALSE
c7688339-27ef-4357-9b24-9c2a9e5c5dcd,956269f0-e5d7-4875-adad-d6c795a76d79,FALSE,Branch,TRUE
1417c2f9-eb91-431a-9eb0-5b4a1b4ffd5f,956269f0-e5d7-4875-adad-d6c795a76d79,TRUE,Telesales,FALSE
7e1f48c4-a9d6-490d-b4ad-fa22ad0205f5,ff50bde4-3825-47b8-9cab-cc97663f1c97,FALSE,Telesales,FALSE
db6a34ea-c3a5-4237-81b2-16cf9d23c3cf,7e570ddf-8270-40a8-a369-b584ff5e9ff0,TRUE,Branch,FALSE
d91738f8-0ad1-418c-b53f-091e8a9e0964,7e570ddf-8270-40a8-a369-b584ff5e9ff0,FALSE,Telesales,TRUE
50bf2995-9ee4-405d-9f06-bc767b777e71,7e570ddf-8270-40a8-a369-b584ff5e9ff0,FALSE,Branch,TRUE
e1886146-fc40-43d4-a5eb-45497e0a04c2,dc713d96-0c0f-4195-817a-f08a1745d6d8,FALSE,Branch,FALSE
4654e77d-de67-4278-9313-b3a7e5a1c6e4,dc713d96-0c0f-4195-817a-f08a1745d6d8,FALSE,Branch,TRUE
c3a6b204-fc01-4a22-aed0-b0b27da56b6e,dc713d96-0c0f-4195-817a-f08a1745d6d8,TRUE,Branch,TRUE
65db6e43-47bf-4db7-82d9-a774ea7f6c7d,28f49481-a0a0-4dc4-a720-9bdf1c11f735,TRUE,Telesales,FALSE
20d4ba18-93a0-4478-800b-19de38db128d,98ae4334-6c12-4ce8-ae34-0454cac5b68c,TRUE,Online,TRUE
6c5540f0-cc9c-441c-8696-99010ddca788,988c24c9-61b1-4d22-a280-1c4510435a10,TRUE,Telesales,TRUE
08560684-8a6f-44b3-b08d-312e7a732f35,988c24c9-61b1-4d22-a280-1c4510435a10,FALSE,Branch,TRUE
dc432ed5-64ca-41c7-98e7-edf880a23721,405cacec-8774-49a9-b7d2-1e02ff01cf99,FALSE,Branch,TRUE
750acc98-2cbf-4769-86a1-a468afb3e3ad,405cacec-8774-49a9-b7d2-1e02ff01cf99,TRUE,Telesales,FALSE
84a91789-b2c0-47e8-9ed0-72e9f9fc6034,f143262f-dc5c-4eed-8da0-365bf89897b9,TRUE,Online,TRUE
0227b8d5-b070-4a53-90ce-857f75c72fb6,1d53434b-b881-49b9-ae27-0da702f06b90,TRUE,Online,TRUE
61223189-35f3-4e4a-ac92-04b40306a258,1d53434b-b881-49b9-ae27-0da702f06b90,TRUE,Online,TRUE
5c91f845-534f-496d-99ca-9c1b94bcf47a,1d53434b-b881-49b9-ae27-0da702f06b90,FALSE,Online,FALSE
2fe938e4-427b-4ffb-9ca1-adcc9cdf0664,c0398710-8976-4334-a281-7efdae849217,TRUE,Telesales,FALSE
44f7f01a-3cb5-46d7-834a-130e8c6ea6ad,c0398710-8976-4334-a281-7efdae849217,TRUE,Online,FALSE
57d52b78-9cf3-437e-b562-037b78aa16ea,c0398710-8976-4334-a281-7efdae849217,FALSE,Branch,TRUE
6c878546-7faf-4458-af14-f7775dad348e,5715bd6f-a416-4293-84c2-e2e3444ea7c8,FALSE,Telesales,TRUE
c08fe6d7-b361-470a-ab49-acc635e574e0,287d06ca-6f4c-469a-8b22-d3081c8eaee9,TRUE,Telesales,FALSE
668d3c8b-dab5-4d55-9d75-c03c5f4faf10,287d06ca-6f4c-469a-8b22-d3081c8eaee9,TRUE,Telesales,FALSE
9247e851-2e0d-4860-b362-f9b74795cd1d,287d06ca-6f4c-469a-8b22-d3081c8eaee9,FALSE,Telesales,TRUE
af9e7a0e-936d-44a7-bab1-996a21925613,b8db0672-f42d-47cc-80d4-af5974273ca3,FALSE,Branch,TRUE
b8875caf-1991-403f-906e-ccbc3a8359b6,f8cda88b-436d-46e2-b83c-fe0be037e5ed,TRUE,Online,FALSE
8e2ac3ff-3c5d-4a42-8dd8-af09451b6267,81f76d1c-2dbc-4134-830f-f46e8026695f,TRUE,Online,FALSE
323132fa-6181-42de-9b37-0ca76ea5e341,a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,TRUE,Telesales,TRUE
bd1116ee-f58a-47c7-8ccf-4130255603d4,a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,TRUE,Branch,TRUE
027e789c-ce40-483b-b915-ad7e2648c819,a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,TRUE,Telesales,FALSE
226cbc6a-7fe5-44b6-abe8-c7562d36226c,81f631d4-a392-41a7-9777-a4774c66e0a8,FALSE,Branch,TRUE
a1726883-d971-4e00-a4ad-5e9bfedd22d9,81f631d4-a392-41a7-9777-a4774c66e0a8,FALSE,Online,FALSE
50d3802d-b876-4455-88b3-152d845a91b8,81f631d4-a392-41a7-9777-a4774c66e0a8,FALSE,Branch,TRUE
403fd582-4ccf-4a4b-bc93-243ec90b9454,5fb8d16c-2720-497d-b2eb-d6899be578c7,TRUE,Branch,FALSE
0c36ad4e-915d-4a63-9bc6-c9288fe84e20,5fb8d16c-2720-497d-b2eb-d6899be578c7,TRUE,Online,FALSE
29d0c613-b0c7-4002-9956-699065fdaadb,f4188f3f-8a14-4e62-a95b-4715c333e861,FALSE,Branch,TRUE
411920f6-d056-4199-b728-ddc20f5e8b47,f4188f3f-8a14-4e62-a95b-4715c333e861,TRUE,Telesales,TRUE
18a73d94-a13e-466d-96c6-d99779fe7ccc,f4188f3f-8a14-4e62-a95b-4715c333e861,TRUE,Telesales,TRUE
42803aa0-55ac-4d06-be9d-a9517329af6e,eb2263dd-87c5-421e-ac24-a3c5c754108f,TRUE,Telesales,FALSE
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,eb2263dd-87c5-421e-ac24-a3c5c754108f,FALSE,Branch,TRUE
581993cc-41f9-494a-8f5d-337fee8d5daa,7d154385-52fb-443b-9954-6eb400257ad1,FALSE,Telesales,FALSE
59e110eb-1f09-4b9d-a969-29b20513eda8,5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,FALSE,Telesales,FALSE
9b0707e5-f68e-4e81-adf9-568bde0bde18,5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,FALSE,Telesales,FALSE
a65d958e-936d-41a8-93ac-b00e32eeeb38,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,FALSE,Telesales,FALSE
fab8328f-2cae-43a2-89d7-16efa62d7221,3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,FALSE,Telesales,FALSE
53391df4-5ae8-4d18-88dc-1e26c7c2564a,14296c07-f26b-4776-913e-4de2e0c53cb8,FALSE,Telesales,FALSE
c655a597-7ccc-43de-82ac-7e1dac565da6,14296c07-f26b-4776-913e-4de2e0c53cb8,FALSE,Telesales,TRUE
141283fb-e3be-43d6-b26a-030dbc8cfa8f,d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,TRUE,Telesales,TRUE
76b874d3-4959-4bed-9d19-11a5618dde71,d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,FALSE,Telesales,TRUE
de46222e-2514-47ce-b4e3-5f7ba1b7e3d8,d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,TRUE,Online,FALSE
edb68b81-cec6-4cfe-a3fd-17f02ae63af6,885f6e66-c2b6-42c5-ba5d-310011b7e948,TRUE,Online,FALSE
9cc05b67-a19b-424a-abfc-2a47565f1491,885f6e66-c2b6-42c5-ba5d-310011b7e948,TRUE,Online,TRUE
e835f080-d951-4f98-a79f-2f429256d707,a8e56e0c-20de-435d-a031-d750c40db9b4,FALSE,Online,TRUE
57f7d71f-2978-4c73-9440-adec12439b0f,a8e56e0c-20de-435d-a031-d750c40db9b4,FALSE,Online,FALSE
a72bdddd-511e-4eb8-9040-5c433a6c7da6,2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,TRUE,Telesales,FALSE
9afa8267-4479-4214-b5de-f8074a965478,9b49bd26-df57-459a-8715-a10343dac043,FALSE,Telesales,TRUE
e33fc52c-4570-43e4-a53c-8f74a5076897,9b49bd26-df57-459a-8715-a10343dac043,TRUE,Telesales,FALSE
f0533851-dce0-42bb-87ed-ea0271e4dc42,edcd465e-3638-4821-b6e0-7cc06c52c49f,TRUE,Online,FALSE
855c0a97-9640-4fcd-bf76-14495cf85eeb,edcd465e-3638-4821-b6e0-7cc06c52c49f,TRUE,Online,TRUE
2ad55c0b-69fb-4fe6-b346-1e07f72cb6c8,b09b2a5c-badc-432a-8159-0f538a0f4efb,TRUE,Telesales,TRUE
20029d9f-05e9-4407-9aad-a0b12f132a6d,b09b2a5c-badc-432a-8159-0f538a0f4efb,FALSE,Online,TRUE
406bf02d-a97a-4f4e-bc10-871bba4f4b03,b09b2a5c-badc-432a-8159-0f538a0f4efb,TRUE,Online,FALSE
bfeef19d-b360-4faa-be6e-9d47f0c0804b,66245bfa-4fcc-439a-b683-d2e6337ea2df,FALSE,Telesales,FALSE
65a4c79b-2aba-44f9-b5e8-0364147f1f67,66245bfa-4fcc-439a-b683-d2e6337ea2df,FALSE,Telesales,TRUE
efd1b588-1054-42d5-9876-35761a5ed196,5f987c71-a65e-488e-abf3-ad39fec21bbe,TRUE,Telesales,TRUE
0dc78104-8c66-4766-b922-b440e0f1e44c,5f987c71-a65e-488e-abf3-ad39fec21bbe,TRUE,Telesales,FALSE
8623bc74-65a2-4cc8-855b-e95d06bfd9c4,5f987c71-a65e-488e-abf3-ad39fec21bbe,FALSE,Branch,FALSE
1a9b0d42-154f-437d-befa-c198c3d6cd54,7394988f-847f-49b4-a64d-1bcb702753a1,TRUE,Branch,FALSE
15956c42-27c0-4f89-9e3b-f1b34330125c,1064005c-3985-43cf-bf76-be1d1efa2197,TRUE,Branch,TRUE
63ccf604-e2ae-4f87-ae7c-a782a7a31d25,1064005c-3985-43cf-bf76-be1d1efa2197,FALSE,Telesales,TRUE
bcd2e8eb-3f55-40cd-bab7-127e4f32ea54,1064005c-3985-43cf-bf76-be1d1efa2197,TRUE,Telesales,FALSE
205c8491-a061-49db-b172-f63648bfb602,8dcdcd03-969b-4662-8562-8059568cc69b,TRUE,Telesales,FALSE
2bacf712-d6a9-49e8-86d8-95e5219b606d,8dcdcd03-969b-4662-8562-8059568cc69b,FALSE,Telesales,FALSE
5b59f28e-a9de-4b26-88ff-eab0075072d6,01d74256-3860-4ab6-96a4-02f23ae8cc93,FALSE,Online,FALSE
dd3ee854-5340-44b0-aa4f-4a80dc412176,01d74256-3860-4ab6-96a4-02f23ae8cc93,FALSE,Telesales,FALSE
def3306a-f998-43f2-b799-fddb79e546e7,0f1259e0-a18f-46b6-b535-106e122c9a56,TRUE,Branch,TRUE
8c6d768e-45bc-43ba-af52-d36e8a63b93c,0f1259e0-a18f-46b6-b535-106e122c9a56,FALSE,Online,FALSE
f2cffcae-f833-4bfb-a296-e3f171e15b9f,0f1259e0-a18f-46b6-b535-106e122c9a56,TRUE,Telesales,TRUE
9740b212-2d52-45f4-8a0e-c018b29769b2,080aadfb-e7c9-4b26-9141-25c63a9bedd4,FALSE,Branch,TRUE
bfb8abb9-a18c-4492-b4e0-079a98fb4727,080aadfb-e7c9-4b26-9141-25c63a9bedd4,FALSE,Online,FALSE
6f5aad52-9061-498f-a096-521ea2c723d4,839fbc50-1223-4513-9496-f63cdc1110c1,FALSE,Telesales,FALSE
88a613b4-a3b8-4f92-a3c9-0c6a86017633,7c441fe7-ab42-40a7-874a-493b3ceddf2d,TRUE,Branch,FALSE
7b4d8646-58e0-458f-a8af-301f4f45f6f7,b92da22b-21df-406f-8a0b-3c3336d8393a,TRUE,Telesales,FALSE
16ed0330-ce01-4413-ba25-16fe8a27b0b0,b92da22b-21df-406f-8a0b-3c3336d8393a,TRUE,Telesales,TRUE
6986305a-5da3-49cf-8ed0-730d711dc1dd,93829b43-922f-415a-a1e3-db63ef7ddc76,TRUE,Online,TRUE
02b3c948-4db6-4475-a7dd-1ac44282b6e4,93829b43-922f-415a-a1e3-db63ef7ddc76,FALSE,Online,TRUE
c21f84fc-d0bc-4ad5-85f8-0d9b00060d5a,7914c120-c8dc-419f-be35-11287900f7f9,TRUE,Telesales,FALSE
49694032-5808-4790-a2e4-9628d913057d,1825bc54-30be-445f-a835-14f2ceb81f9d,TRUE,Online,TRUE
b011b125-0221-41e5-88fc-3da1781d5b6c,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,FALSE,Telesales,TRUE
c166a8b3-f26b-4ebf-bdef-3b8eec0dfc3a,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,TRUE,Branch,FALSE
c4100108-0256-4389-8cb3-46637a211151,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,FALSE,Branch,FALSE
98d53cf5-4afc-49e8-8c47-6b726e310234,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,TRUE,Telesales,FALSE
8c57a277-01d9-49b4-8bf8-f29e3b30ee97,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,FALSE,Online,TRUE
e1d55f85-6967-4586-b046-30085fa72012,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,FALSE,Branch,TRUE
3ff93134-650e-48e4-afe6-33f18f807d8b,0f844fef-1931-49ee-a56c-0941fbf24050,FALSE,Branch,TRUE
a55fa725-bcb3-4168-b706-2cfa29cc0789,0f844fef-1931-49ee-a56c-0941fbf24050,FALSE,Online,FALSE
3878becf-60dc-42eb-9413-c85063c4e76d,0f844fef-1931-49ee-a56c-0941fbf24050,FALSE,Telesales,TRUE
a0152b5b-6c17-4150-9447-16cc4352acea,ccf3a171-56dc-4907-ba6c-34ab6712303a,TRUE,Branch,TRUE
ccca1e14-c3b8-480f-8440-8e983d53ec43,310c0c00-3fa7-4104-9bf9-0e27dc96925e,FALSE,Telesales,FALSE
b1a50a3d-cebd-4b2b-9cfb-bce7e8f2c584,310c0c00-3fa7-4104-9bf9-0e27dc96925e,TRUE,Telesales,FALSE
a60147c3-48e0-4502-8598-f3c8af449605,23e2fcb4-72d8-467d-894a-05e430b187ef,FALSE,Branch,FALSE
44d18524-cf0e-4567-882d-7fc1be3074f8,766ecb15-474e-4c19-aef9-12766c006f61,TRUE,Branch,FALSE
1186da93-da7d-4c53-b020-cf0669b41194,766ecb15-474e-4c19-aef9-12766c006f61,TRUE,Branch,FALSE
1c405045-4a22-4ae9-a2f9-cafe2eb23ca3,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,FALSE,Branch,FALSE
73e88db6-9e23-43d0-b491-5c14a30b669c,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,TRUE,Telesales,TRUE
7df37378-9f6c-4ab4-b352-2c1845aa9503,db20a56e-dc81-4fe7-8eda-8bbb71710434,TRUE,Online,FALSE
26f341c8-04f7-48c8-9215-b5033012f819,db20a56e-dc81-4fe7-8eda-8bbb71710434,TRUE,Telesales,FALSE
05aa5eab-88f3-47ea-b83f-52740cb4afe1,db20a56e-dc81-4fe7-8eda-8bbb71710434,FALSE,Online,TRUE
4838a888-1a2e-4864-b8ea-ca362f999b2a,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,TRUE,Branch,TRUE
703c1286-b717-44cd-a002-91bb44e9f8fb,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,TRUE,Branch,FALSE
17172654-3b99-4815-8219-a9c7ba23b07a,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,TRUE,Telesales,FALSE
3799a376-7e5b-4ac9-83c5-01fe269334ef,03c72ba8-d605-4770-8a63-f881ffd0f9d5,FALSE,Branch,TRUE
c9254bb5-4fc3-4d4e-ab95-0c1d578799d9,03c72ba8-d605-4770-8a63-f881ffd0f9d5,FALSE,Online,TRUE
5f13e10b-ff7a-484d-bf96-dd35cca99089,c0e9ab30-ed26-42e9-97e0-11b7f8102383,TRUE,Branch,FALSE
