CardID,AccountID,CardType,UsageType
06bf79cf-4616-4d6e-be20-193baae2ad63,b4209103-bca7-46eb-83ef-0f77848ac924,Supplementary,Domestic
b1f0b429-d54f-4d02-b976-c6377e9716ad,8f221604-d46b-4756-b9e4-39ef48d495a4,Primary,Debit
e008e8ed-3ecf-4f0a-b80e-c19dfbb713fd,58f42098-591c-4524-953b-0f1fea3e072a,Virtual,International
cfc01fbc-a5dc-433d-b0bb-2a0e39d02b29,0130d66b-932d-4648-a769-b0f1ee01b9e0,Primary,Debit
4bfaa29e-032d-496d-a537-68573749af64,0130d66b-932d-4648-a769-b0f1ee01b9e0,Virtual,International
db872c8f-0551-4102-b6ef-66e43e61d359,8198d1f5-6839-498f-accf-147242d7f112,Virtual,Credit
705f052b-d682-40b4-bbb7-cc429cba7bc6,cb1b8eff-d02a-4cbb-89b4-094ae048f1de,Supplementary,Credit
ff9558a3-8d1d-482e-8e6b-24396a1e5d9a,71594914-b1b6-4ecd-8009-45ce932c3ec9,Virtual,Debit
2fa17fe6-698e-4981-b136-9512916e1089,dcad8ec2-963a-4333-a582-95dc75f1c654,Primary,Debit
664d49fa-94b5-4339-84c1-1826d910498c,420079f5-1dc3-426e-bb62-659e0700749a,Virtual,International
e6ffee2a-e37b-4f84-9351-240fa093ca68,b38046ef-ad4a-4b3c-b86a-f9ddfe83c32a,Supplementary,Debit
42f1287b-bf2d-4fcb-a319-3bf6faa855a6,b38046ef-ad4a-4b3c-b86a-f9ddfe83c32a,Primary,Credit
5d2d113b-fb5e-4c15-8bfa-e8d6b4ed4d1d,89207bc4-8439-4ed9-9a64-845ef49816ad,Primary,Credit
6e6aa3ec-4378-4e6b-8d3d-dee3cdad54f4,2db13deb-ee6f-4bea-8df7-164713769ff9,Supplementary,Credit
ecedf328-e669-4d22-9d50-d2eb5ec74b9e,2db13deb-ee6f-4bea-8df7-164713769ff9,Primary,Debit
8a55a14b-51f5-48f9-bc15-ae1fefda21b2,37f3f32b-5a81-462a-9059-f77b79ff89d9,Primary,Credit
b1757e7d-f545-452a-93b8-ec305b693697,2ecaf629-44e2-4691-92de-d495e4f1e8e8,Primary,Domestic
d3d39ff9-dc25-45f1-9258-7a1a226e1ecb,2ecaf629-44e2-4691-92de-d495e4f1e8e8,Virtual,International
cba9a0f0-3f34-48a3-b3d2-c4a9fc7b427f,ee25356a-aee0-4ec9-bf04-18a9f2765513,Primary,Debit
18bc2e3b-20f6-48d8-9436-9f5d89cc6b08,d61a080a-3fec-4a37-95be-a8dc33e88249,Supplementary,Debit
fc4a013f-c8c2-4cfe-aadf-eef6fb2389d3,1417c2f9-eb91-431a-9eb0-5b4a1b4ffd5f,Supplementary,Domestic
890d58e5-79c9-4246-b556-aeac81e87e90,1417c2f9-eb91-431a-9eb0-5b4a1b4ffd5f,Primary,Credit
d387fcd8-cea8-4b7a-9ad4-ac13504089fa,db6a34ea-c3a5-4237-81b2-16cf9d23c3cf,Supplementary,Domestic
592cfe25-b858-4203-ba52-b3839aa5bf18,c3a6b204-fc01-4a22-aed0-b0b27da56b6e,Primary,Domestic
f9fb722d-a51c-4d2a-b3bf-bdabb7b24f20,65db6e43-47bf-4db7-82d9-a774ea7f6c7d,Primary,Credit
3955b110-fc2e-4301-9232-231d8dd7b77d,20d4ba18-93a0-4478-800b-19de38db128d,Primary,International
d62c4be4-9302-45dc-84e5-eddd771d030f,20d4ba18-93a0-4478-800b-19de38db128d,Virtual,Debit
70184f95-9e6a-40fa-b5d2-36e30d9e9c48,6c5540f0-cc9c-441c-8696-99010ddca788,Primary,Domestic
108d692f-6fa9-457c-974f-e6687f441add,6c5540f0-cc9c-441c-8696-99010ddca788,Primary,Debit
05a95733-2bdd-4419-beec-0074f4028e77,750acc98-2cbf-4769-86a1-a468afb3e3ad,Supplementary,Debit
a6789753-8f1a-4d4a-b2ce-d11f8f59748b,750acc98-2cbf-4769-86a1-a468afb3e3ad,Primary,Debit
7a0430c4-58fc-4448-a555-e0870ebb51ae,84a91789-b2c0-47e8-9ed0-72e9f9fc6034,Supplementary,International
1053adba-25db-48d1-b4d0-aaeade19893e,84a91789-b2c0-47e8-9ed0-72e9f9fc6034,Primary,Credit
f46976af-10be-43e8-9aba-c34bae9802fa,0227b8d5-b070-4a53-90ce-857f75c72fb6,Virtual,Domestic
4083dcf3-91db-4fbc-86ad-dbe7b807c910,61223189-35f3-4e4a-ac92-04b40306a258,Virtual,International
070f48c2-ba4e-432f-a582-eba2f2859a73,2fe938e4-427b-4ffb-9ca1-adcc9cdf0664,Primary,Debit
6e4ae071-7da5-4648-9905-6421b6af49df,44f7f01a-3cb5-46d7-834a-130e8c6ea6ad,Primary,Debit
2223ab94-f157-4169-83ad-6ffdb4479e70,44f7f01a-3cb5-46d7-834a-130e8c6ea6ad,Supplementary,Debit
a96bc761-3717-4e45-a570-6108fc78090e,c08fe6d7-b361-470a-ab49-acc635e574e0,Supplementary,Domestic
b27c1721-89d4-4ce2-8f50-b59873bd980f,c08fe6d7-b361-470a-ab49-acc635e574e0,Virtual,Domestic
3b895644-549d-43b5-8dfe-448cacb70476,668d3c8b-dab5-4d55-9d75-c03c5f4faf10,Supplementary,Debit
82095583-e03f-4c17-8c65-037491e22c1e,668d3c8b-dab5-4d55-9d75-c03c5f4faf10,Primary,Credit
c42c40ce-24ec-455d-a83a-755ef23e9b0b,b8875caf-1991-403f-906e-ccbc3a8359b6,Primary,Debit
963d4606-ae6b-49de-baec-fb4c8a240d57,b8875caf-1991-403f-906e-ccbc3a8359b6,Primary,Debit
f88c2664-01bc-475c-9cdc-23fc50805bbf,8e2ac3ff-3c5d-4a42-8dd8-af09451b6267,Primary,International
c124b471-b64d-458c-8d8f-808d9c0e6192,8e2ac3ff-3c5d-4a42-8dd8-af09451b6267,Primary,Domestic
c64d8e70-1ea3-41e2-9662-f8835bbccb30,323132fa-6181-42de-9b37-0ca76ea5e341,Supplementary,Debit
1049f904-9d25-4dc4-922d-ef06fa33dca5,bd1116ee-f58a-47c7-8ccf-4130255603d4,Supplementary,Credit
2944e059-bafa-44da-a9e8-fe2a879f22eb,bd1116ee-f58a-47c7-8ccf-4130255603d4,Primary,Credit
fad2fd69-3fb1-4376-b1d2-8c69bb88cfe7,027e789c-ce40-483b-b915-ad7e2648c819,Virtual,Credit
fd55c844-c242-47c5-8613-71c199fd92a4,027e789c-ce40-483b-b915-ad7e2648c819,Supplementary,International
078c7f1d-2e65-4eb1-95f3-04a02de94792,403fd582-4ccf-4a4b-bc93-243ec90b9454,Supplementary,Debit
ba89eda3-7eb6-4f51-adc7-8d7ba63f89b5,0c36ad4e-915d-4a63-9bc6-c9288fe84e20,Primary,Domestic
181af69a-16cf-4211-94f0-327b1e978ef7,411920f6-d056-4199-b728-ddc20f5e8b47,Supplementary,Domestic
b3700e92-92f1-4a69-a74f-6635f236b2ee,18a73d94-a13e-466d-96c6-d99779fe7ccc,Primary,Credit
ce0ed735-632f-4f79-af73-4c45f2f39f61,18a73d94-a13e-466d-96c6-d99779fe7ccc,Primary,Domestic
7972c629-b248-41dd-a19c-44966856c822,42803aa0-55ac-4d06-be9d-a9517329af6e,Primary,Credit
2ed86804-57e2-4419-98e6-650123755bc8,141283fb-e3be-43d6-b26a-030dbc8cfa8f,Primary,Domestic
2d6acdd4-5aeb-40f6-8faa-8036188a7f55,de46222e-2514-47ce-b4e3-5f7ba1b7e3d8,Supplementary,International
4083ff8f-e10a-4f9f-ae2c-219ab50f2f5c,de46222e-2514-47ce-b4e3-5f7ba1b7e3d8,Supplementary,International
42b07e31-2f3f-4e11-973a-603d7feb25e2,edb68b81-cec6-4cfe-a3fd-17f02ae63af6,Virtual,Credit
59e849b6-3a05-47b2-b35a-ffe566c3f832,edb68b81-cec6-4cfe-a3fd-17f02ae63af6,Supplementary,International
14e1aabd-a20c-44ba-a5b0-8e26fc52a468,9cc05b67-a19b-424a-abfc-2a47565f1491,Supplementary,Domestic
1812362f-c076-492d-b3a4-69a556f7e6bb,9cc05b67-a19b-424a-abfc-2a47565f1491,Supplementary,Debit
e119e331-0538-4bfd-81fd-1281861c2a6f,a72bdddd-511e-4eb8-9040-5c433a6c7da6,Supplementary,International
8e9ff74a-fb65-43ea-8f97-33429b2d43a3,e33fc52c-4570-43e4-a53c-8f74a5076897,Primary,Domestic
18720dc7-5f86-4f8b-aec6-16940f243491,f0533851-dce0-42bb-87ed-ea0271e4dc42,Supplementary,Credit
fc31654d-f6ae-4936-8071-4e0f2b23ace0,f0533851-dce0-42bb-87ed-ea0271e4dc42,Primary,Credit
53ad132c-0131-471e-8338-57e4877478d3,855c0a97-9640-4fcd-bf76-14495cf85eeb,Primary,Credit
cccf4d37-0714-4da9-8e67-4f72627f34eb,2ad55c0b-69fb-4fe6-b346-1e07f72cb6c8,Primary,Credit
5ff540ca-9038-4b45-916d-9a42e7b795f9,406bf02d-a97a-4f4e-bc10-871bba4f4b03,Virtual,Debit
2c21f1ed-f4a9-45b0-91c3-7e19dbfeed4a,406bf02d-a97a-4f4e-bc10-871bba4f4b03,Primary,International
7f8a1fca-9ef1-4e4f-a2f0-77e330405cc4,efd1b588-1054-42d5-9876-35761a5ed196,Supplementary,Credit
f9cc596e-37e7-4948-8903-c8c72e8992cc,efd1b588-1054-42d5-9876-35761a5ed196,Supplementary,Debit
aee4f488-df41-4155-98d2-bfd058622bb4,0dc78104-8c66-4766-b922-b440e0f1e44c,Virtual,Credit
5fc97e64-9987-4384-a798-879be9a11cc0,0dc78104-8c66-4766-b922-b440e0f1e44c,Virtual,Credit
70d18e9e-e435-4335-ad4b-2c1392f0ae83,1a9b0d42-154f-437d-befa-c198c3d6cd54,Virtual,Domestic
c5a0b7c3-e132-4e39-9891-b0a4b4d4813a,15956c42-27c0-4f89-9e3b-f1b34330125c,Primary,Debit
d079fe4e-261b-447a-81e0-4baa2d701ddf,15956c42-27c0-4f89-9e3b-f1b34330125c,Virtual,Credit
9f40ce6a-07c4-48ba-b1f2-7f0fd1a9af91,bcd2e8eb-3f55-40cd-bab7-127e4f32ea54,Supplementary,Credit
e36345fc-899f-4cfb-af6f-5d6a09ed1c7c,205c8491-a061-49db-b172-f63648bfb602,Primary,Debit
1ecadf24-f0d1-4a72-8b2c-7b1df5418b22,205c8491-a061-49db-b172-f63648bfb602,Virtual,Credit
ef5e4a66-4fc9-4cd0-af2a-dff8cea4f9c4,def3306a-f998-43f2-b799-fddb79e546e7,Supplementary,Credit
aedb3046-595b-4abc-9b97-23324a9b37f0,def3306a-f998-43f2-b799-fddb79e546e7,Primary,Credit
2ad9c360-84bb-4f7a-9711-35452e2fcae7,f2cffcae-f833-4bfb-a296-e3f171e15b9f,Virtual,Debit
3172e9f8-7f66-4f24-9987-5a42e675835a,f2cffcae-f833-4bfb-a296-e3f171e15b9f,Supplementary,Credit
9cfa2010-ff51-4c96-a7be-a2b29a7f326f,88a613b4-a3b8-4f92-a3c9-0c6a86017633,Supplementary,Domestic
74650ff9-f014-4b87-965f-a125eb85105d,7b4d8646-58e0-458f-a8af-301f4f45f6f7,Supplementary,Domestic
d4eee313-8c48-4218-a892-ab6fedb92750,7b4d8646-58e0-458f-a8af-301f4f45f6f7,Primary,International
f1aab637-72ab-47ff-88b8-547b638b66ac,16ed0330-ce01-4413-ba25-16fe8a27b0b0,Primary,Debit
10c238ba-8df1-463a-ab30-41841dcb2fbf,6986305a-5da3-49cf-8ed0-730d711dc1dd,Primary,International
243191eb-5d9e-4717-bf08-6a9e569db57e,c21f84fc-d0bc-4ad5-85f8-0d9b00060d5a,Supplementary,Domestic
7da2fb48-d14d-4890-b5db-ed2c3d4caf01,49694032-5808-4790-a2e4-9628d913057d,Supplementary,International
0aa5aaf2-677f-43b8-8b47-1eca30370fff,49694032-5808-4790-a2e4-9628d913057d,Virtual,Domestic
fb7b00c7-eaa6-4c45-8f01-fe855bbaf3ac,c166a8b3-f26b-4ebf-bdef-3b8eec0dfc3a,Primary,Debit
d7f64255-cf97-4ff0-bafd-0718ebced334,c166a8b3-f26b-4ebf-bdef-3b8eec0dfc3a,Primary,Credit
c12e3882-b527-4a0a-a8df-7aa5e8e00199,98d53cf5-4afc-49e8-8c47-6b726e310234,Primary,Debit
d907ba3f-1949-4b8a-9754-81a3d6ccc7cd,98d53cf5-4afc-49e8-8c47-6b726e310234,Virtual,International
a7a13e62-a9db-4628-9748-ba0185147bc9,a0152b5b-6c17-4150-9447-16cc4352acea,Supplementary,Domestic
90208d23-86ff-46f2-a970-1e00520fc3e7,b1a50a3d-cebd-4b2b-9cfb-bce7e8f2c584,Supplementary,International
858c5992-882c-4812-b3c3-c4289338e35d,b1a50a3d-cebd-4b2b-9cfb-bce7e8f2c584,Primary,Credit
a4a8a844-8bdf-4208-81c5-bc8b64e94d6a,44d18524-cf0e-4567-882d-7fc1be3074f8,Virtual,Credit
22ae8888-5200-41ca-8855-f44a33704903,44d18524-cf0e-4567-882d-7fc1be3074f8,Virtual,Debit
4aff5eee-32b2-4952-8376-37d672a9dfa1,1186da93-da7d-4c53-b020-cf0669b41194,Virtual,International
677c25b0-6d23-4155-a057-c558f1ba308e,73e88db6-9e23-43d0-b491-5c14a30b669c,Primary,Credit
7d8f2305-1517-403e-a087-75a56f654201,7df37378-9f6c-4ab4-b352-2c1845aa9503,Supplementary,International
524ec63c-1ab4-4e05-bdc1-dda00619feb0,7df37378-9f6c-4ab4-b352-2c1845aa9503,Supplementary,Credit
6388f6dc-9c12-43c9-bbee-45828fae46a9,26f341c8-04f7-48c8-9215-b5033012f819,Supplementary,Credit
c94ee2f0-fe06-4b4e-bf63-abb84e4f4dd0,26f341c8-04f7-48c8-9215-b5033012f819,Primary,Credit
af1e0ecd-c555-430a-8985-8ab5c54f447e,4838a888-1a2e-4864-b8ea-ca362f999b2a,Supplementary,International
d4cd45a9-870d-4661-8e1c-0d4db2eb3819,703c1286-b717-44cd-a002-91bb44e9f8fb,Primary,Domestic
16d4fdff-f260-4a26-b025-f0410aa86e33,703c1286-b717-44cd-a002-91bb44e9f8fb,Primary,Credit
bf733026-9664-4ca5-a460-2d314e9f67a7,17172654-3b99-4815-8219-a9c7ba23b07a,Virtual,Debit
2c613d5c-8af4-4753-923f-128ee67882ae,17172654-3b99-4815-8219-a9c7ba23b07a,Virtual,Credit
0c46d8be-bd3f-4354-904b-9abba41425de,5f13e10b-ff7a-484d-bf96-dd35cca99089,Virtual,Credit
f77e1ee6-0c15-4b28-8728-971988c75e8a,5f13e10b-ff7a-484d-bf96-dd35cca99089,Supplementary,Debit
5a0d4f8c-3030-4e86-a288-e5da4d8ddd2d,081fec82-ca9a-4f77-b26a-51a576b40672,Supplementary,Debit
d2e106a4-0d6c-4599-89aa-e145f6d4f767,8b0ea0b9-1246-4474-a475-c0eec6913069,Supplementary,Credit
6f0dc87b-dfab-44e2-af25-762cd34d09ae,e54c8739-3133-439e-ae7d-952b785b8a07,Virtual,International
d96688c9-8623-481e-8224-da50bd10f69f,e54c8739-3133-439e-ae7d-952b785b8a07,Supplementary,International
ae5ec1fc-5eee-4114-823d-269c2da46bc5,f97f4994-1f38-4f55-833a-c4d6d4085391,Virtual,Credit
36e90637-e921-46db-8b72-d0efb2fdaa38,62821d61-3fbb-4f57-b6f5-6f1cc4a531cd,Supplementary,International
2f8a637d-f330-4c59-b50d-456e19412cae,32fd73c5-0894-4176-be99-df69bcd49975,Supplementary,International
51ffdef6-b660-4a31-b8b8-9fc4e47172b1,bea6450f-0acc-423c-ba6d-bed8a110e887,Primary,International
7eca5b2d-341f-4b4a-b6ca-f84012adbc1b,bea6450f-0acc-423c-ba6d-bed8a110e887,Supplementary,Credit
9ceeaf74-a3f2-43db-9236-948e34ecb64f,4c7f03bb-a376-4c2d-bb31-dcdc40d91a8e,Primary,International
61a93ecf-ec0d-49ba-8b94-729c03fde24e,0d559b64-e334-4bac-9c44-ebd132df8d45,Primary,International
1dc7deab-b07b-44ed-a67b-6ad334be5f01,0d559b64-e334-4bac-9c44-ebd132df8d45,Supplementary,Domestic
e7867bbf-0136-4f98-8a5a-62d3ec9fba0a,f9287d26-37c0-487a-aaac-826edd18ab28,Primary,Debit
ea4d7ed8-d04a-402a-a8db-2a2c3d8a0701,6f2537ce-a206-427c-bc68-41d61ce8e12f,Supplementary,Debit
2d53a810-fc01-446c-94ac-13ced4d05762,6f2537ce-a206-427c-bc68-41d61ce8e12f,Primary,Domestic
3a769378-d39a-4c87-a3d1-8504fcb1a281,cb5d2b59-2ad8-40ca-83db-7a2e531350e0,Virtual,International
66e6c48a-d679-4ab4-aae6-c3da5f2d38b8,b0d515ab-c891-455d-94c1-76b90ac013d5,Primary,Domestic
9947c98a-2444-4277-a7ea-f6650b752e49,276732d3-a502-4c4b-9b03-34d80f4d6c40,Supplementary,Debit
42186e6d-ab24-474a-9f2b-e8ba3f05344c,5115d7ee-3b90-408e-bce3-456320363a73,Primary,International
ae2e69e2-6c3f-4800-ac13-d7c3e1c72223,a50784cb-c9df-401e-8ef0-0de1fb4f1972,Virtual,International
e6ef3a0b-dd1e-4932-b5cd-dc34920ee451,e44cbd41-ce36-492a-98e9-d0aac1b6edd4,Primary,Credit
f0b5b7b3-3472-459e-8f4b-1252a04e03d7,0a1bebd3-e60e-4813-802d-a0fa227dcecc,Primary,Debit
e9ea9d49-bc94-446e-a741-0d2ce0f13db6,0a1bebd3-e60e-4813-802d-a0fa227dcecc,Virtual,Credit
029e435d-b0b6-45da-a8c1-8df945ca17af,7d76ab58-b271-415b-8af0-9ec34b726a7c,Primary,Credit
608bb508-69e4-4d26-92d4-7ec76a77982b,7d76ab58-b271-415b-8af0-9ec34b726a7c,Primary,Domestic
3082d7e6-e6ac-4778-97b6-e0a34730b04b,730ad7de-27af-4ff9-87f8-9f6211a1e557,Primary,Credit
40e07e0f-7cfb-4186-877b-4fffd114dda1,730ad7de-27af-4ff9-87f8-9f6211a1e557,Primary,International
b149324b-a064-4c2a-82ab-856599a2186f,bbd0fe6c-6108-4fcc-8186-722ba355ad05,Virtual,Domestic
c46268d6-b22d-4bfe-8ab3-5cb1653d6c17,9ea6ed4a-04ca-430a-a207-db202f7f2cd7,Primary,International
b08307e1-a9b7-41f5-a0fe-d1f372fa10f7,d1ad3e51-89f9-4de9-b798-0131a885a7b4,Supplementary,Debit
1d480843-a339-4f8e-920d-e24a3914dce2,d1ad3e51-89f9-4de9-b798-0131a885a7b4,Primary,Credit
ca8b6e4c-e6f7-43d4-a8af-3b731d82e2a8,aee7c7a5-8629-4fbe-b09b-48dd63329992,Supplementary,Debit
8974e16a-2ef0-463c-9106-2a357d10bf9f,aee7c7a5-8629-4fbe-b09b-48dd63329992,Virtual,International
bd76bb2f-f189-4bad-aad8-8bca53cf14e1,68e8f311-5295-4a96-887b-25d79cf023dd,Supplementary,Credit
b70bc594-ae4f-445f-b48f-ab0641a9edd3,68e8f311-5295-4a96-887b-25d79cf023dd,Virtual,Debit
48e918f9-65f0-4b99-b1ec-c7c2ee3d114e,18a440bd-1c47-40a5-9270-2b29a41247a2,Primary,Domestic
db029414-48e2-4a53-8954-105b89485754,0b34fc84-1111-4e29-a8ad-153985f0786a,Supplementary,International
c2d031ad-1bc6-429e-82f1-9c7b91f29ea4,2dbb45bd-2138-42e6-b013-a170d5cf3b4c,Supplementary,Credit
e2b6a842-d2a8-4922-a518-93471e910b71,2dbb45bd-2138-42e6-b013-a170d5cf3b4c,Primary,Debit
16251089-f340-46f1-b3be-8942e24f908a,1b67f7bb-33bb-4382-8801-8e83df9d3910,Virtual,Credit
3366da87-7f7a-478c-98b1-3a9d8e041844,1b67f7bb-33bb-4382-8801-8e83df9d3910,Supplementary,International
092351d9-fedc-4b65-84aa-6e12208a9c4f,637b3648-d617-49c0-a449-d64f922ddab6,Virtual,Credit
1c852510-1bfd-4626-ba93-ef0e780d90b6,9fbc879e-869c-4a8e-bd6a-b7c2a86d8706,Virtual,International
63582706-d545-4254-89bc-6a803a887bed,b7c4b3ee-9b1f-46d1-b881-49dc5dc96097,Primary,International
b190dea4-c335-49e5-9567-55f42f39f8c8,b7c4b3ee-9b1f-46d1-b881-49dc5dc96097,Virtual,Debit
6f9a544a-3de3-42e9-9141-26afce70d3f7,ebc8f6b7-ee22-4f70-8359-9c6d1224cbd2,Virtual,International
bd0443f0-7027-41f1-9ef3-6d4d9d85aa72,ebc8f6b7-ee22-4f70-8359-9c6d1224cbd2,Virtual,International
c4e57a92-98d5-46b9-b128-7916248bd5aa,77d2b94f-1478-4c9d-9503-0b43e3c7ca9a,Supplementary,Credit
80ed319c-ef01-4e79-a9b2-4a990a8260b6,5c65a65c-0f8a-4c2c-a390-0bc0cd0fa4a6,Primary,Credit
c4bfa424-3060-4ccf-b979-549bc44c5c78,5c65a65c-0f8a-4c2c-a390-0bc0cd0fa4a6,Supplementary,Credit
0b33b7a0-5163-4a91-b993-b65f35ded447,e3f342a8-f030-4fd4-be54-898e8eda6433,Primary,Domestic
27180985-f2d6-418c-83a3-574a919cf735,e3f342a8-f030-4fd4-be54-898e8eda6433,Supplementary,Credit
40349202-f34e-4ba1-9c07-605e57628c84,cb53f0be-5e7b-4866-9270-54706a7be8b1,Virtual,Debit
7647f43f-59a1-4829-acef-781debfdb100,cb53f0be-5e7b-4866-9270-54706a7be8b1,Primary,International
0e721365-a4e6-4afd-a6cc-d201335dc080,9def57b4-d2da-43ec-8eec-c013b55beaaa,Virtual,Debit
f262e145-2731-460c-a149-ee42642d03af,9def57b4-d2da-43ec-8eec-c013b55beaaa,Supplementary,International
39a90a45-104b-4372-816e-a5c24ab3c590,bbfb1b71-0a68-4eb8-876d-e8c5440c7e5b,Primary,International
55fccc14-31c0-44f0-a091-129b2f1835b1,bbfb1b71-0a68-4eb8-876d-e8c5440c7e5b,Virtual,International
067ab1d7-7059-4387-b89f-52d2a8737d14,13f39289-4dcc-405d-959e-f0fd1204f4d6,Supplementary,Credit
d7ea8625-11c3-438b-b0c6-9b42df0ff647,84fcfcb0-f5e9-4352-b745-39f2f1d188b9,Virtual,Domestic
49adb07b-874f-4c5c-9a06-64b93eeb2f03,84fcfcb0-f5e9-4352-b745-39f2f1d188b9,Virtual,International
8c1046bf-24b3-4794-a93d-b7fa8e8ded45,3b23feed-b9a4-4e2b-99e9-e3a418dcceb6,Virtual,Debit
1c82780f-0e84-4070-914b-30a9f6d4461c,3b23feed-b9a4-4e2b-99e9-e3a418dcceb6,Virtual,Domestic
849ebfa5-68f0-4a5d-90ac-72bdaf4c9dfc,317046b9-3080-4a5d-a2a5-0eec881af04f,Primary,Domestic
