TransactionID,AccountID,Amount,TransactionChannel,TransactionType
79edf2d0-ead7-431d-94ea-18f51a01d224,6e76936a-a634-4d1a-adb6-10f4c65de86e,4433.7,Internet,Out
7ec4eb39-b0e4-40ce-a2d4-faa0a466c489,6e76936a-a634-4d1a-adb6-10f4c65de86e,3194.38,Branch,Out
69f6a8cb-42ac-4bbb-9328-bb735234967d,6e76936a-a634-4d1a-adb6-10f4c65de86e,788.75,Card,In
d51878a7-c962-4855-9f4e-f5d61b1a5a06,6e76936a-a634-4d1a-adb6-10f4c65de86e,3804.5,Mobile,Out
2ed1027f-dcbd-4ef5-af8b-07d099c8cca7,6e76936a-a634-4d1a-adb6-10f4c65de86e,1841.12,Mobile,Out
62e5b19a-0ccf-47fb-8382-79e7ecf8022f,6e76936a-a634-4d1a-adb6-10f4c65de86e,4371.08,Card,In
3a363b3a-8aa7-4eb9-a3cb-29bd5c1947e1,6e76936a-a634-4d1a-adb6-10f4c65de86e,3320.05,Branch,Out
70d21fea-eba5-4500-9f55-6ba6896d3a54,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,4605.7,Branch,In
781aee5a-ad79-4370-89e2-fc9e277230de,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,35.42,Card,Out
817b6767-56e8-4e7e-a5f9-79cda1010d68,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,4307.12,Mobile,In
2e0c881c-1068-4337-ae5e-ccf7df4924f2,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,3939.39,International,Out
0a4434d1-994a-461f-9110-7df927d23eca,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,3892.37,Branch,In
c82d4afa-95be-4ff6-b4ae-5a44cd7b6acd,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,27.12,Card,Out
64ea7b95-62a1-49fb-97de-b702b026d60a,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,2712.06,Branch,Out
b66db5df-4820-4942-88a5-9343c21ca2c1,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,4941.49,Branch,Out
b9866767-81d3-4bca-aa34-23ed41357db8,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,686.52,Internet,In
3f55f644-f278-4488-a5be-290abd4fb6fc,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,2363.84,Internet,In
30084a02-a090-4f90-bfc5-43c97c479df2,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,2512.5,Branch,In
f0c3dc02-c4f8-45ce-92ca-910d738cf3da,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,1762.36,Internet,In
1987e27b-2fb1-4e81-8b5f-b5b51388fee7,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,1154.55,International,In
fab522e5-1600-4e9c-95a4-2c522147129e,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,913.1,International,In
753840d9-87ea-49f2-9e85-95360c11c74d,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,1426.7,International,Out
3c573da8-0abe-40fe-8375-9222f74c72c0,6dd013f3-87a2-4e22-b298-b8110b1ec578,1640.44,Internet,In
b0385cd1-fb86-41c1-98be-6c14b2675285,6dd013f3-87a2-4e22-b298-b8110b1ec578,1796,International,Out
eb10052a-cead-4e1b-aa7a-4ce68d843ad9,6dd013f3-87a2-4e22-b298-b8110b1ec578,169.43,Mobile,In
ab6b897b-0ccc-441d-9d3b-9ac6be24af96,6dd013f3-87a2-4e22-b298-b8110b1ec578,204.68,International,Out
e6184043-f9db-40b0-a40f-1972ea94a772,6dd013f3-87a2-4e22-b298-b8110b1ec578,2267.33,Branch,In
0caaf782-dae5-408b-b454-83ed12ed553c,6dd013f3-87a2-4e22-b298-b8110b1ec578,1871.4,Branch,In
4a95c90d-7c17-4917-930a-835ddcea8b59,6dd013f3-87a2-4e22-b298-b8110b1ec578,4680.7,Mobile,In
a118766a-cc45-45fe-893a-d01fb18ed96d,6dd013f3-87a2-4e22-b298-b8110b1ec578,4131.95,Mobile,In
26ab406f-9927-485c-b9bc-ae35eeba719d,6dd013f3-87a2-4e22-b298-b8110b1ec578,1600.24,Card,In
f8bc60bb-9677-4d4c-9a83-7f9e5a3ede12,6dd013f3-87a2-4e22-b298-b8110b1ec578,832.01,International,In
b1c72493-4077-4847-9e04-215a9e92b9d9,6dd013f3-87a2-4e22-b298-b8110b1ec578,4618.44,Branch,Out
517eb16a-9922-4b37-ad9e-b2d25adea2a4,6dd013f3-87a2-4e22-b298-b8110b1ec578,1453.45,Mobile,Out
c3aa59ef-e5bb-4fb9-a2c0-7b0fbc374a1e,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,4902.92,International,Out
2c33acb9-1a1e-4904-be76-3e5b1c011cb5,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,2625.71,Branch,In
7e02c8c1-e7c2-4aa7-a460-fdd72cedc1f9,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,4633.9,Branch,In
4128b138-bf99-46e3-a347-8b41f2023981,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,128.41,Mobile,In
7453c9c3-8ebc-42b1-b866-5e813ff1254b,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,3114.08,Mobile,In
5c57eb93-057e-4a6f-a9de-65e62e89a6ed,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,1513.4,International,Out
24f3984a-264f-4171-8a0d-08aedb6e82cc,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,4359.22,Internet,In
607b7b22-2d18-41d7-a02c-98871cecb536,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,4649.88,Mobile,Out
cf97b941-af62-4976-920c-7748addb47c3,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,2352.96,Card,Out
a5637759-e10a-4c64-9752-800f42bb7890,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,1446.31,Internet,In
313e59a2-f546-45ee-9999-6d9d61eb8774,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,884.68,International,In
bc6699ff-bd73-4fcc-b1ff-18f9e8a541f8,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,122.64,Internet,Out
d10320a3-8a21-406c-b13e-3f6d0062cf68,7b6c7129-cd63-4ba8-b03c-664b3abf9c65,2493.63,International,In
4a36acf1-f9e5-4053-b3cd-a586320c6b84,59bb8900-6198-4718-84c7-aab4ca20508d,4976.98,Card,In
e090c65f-715c-4f85-8d52-9e8a4b5f9c24,59bb8900-6198-4718-84c7-aab4ca20508d,3341.5,Branch,In
4e02ffb3-04bd-4646-9561-2a4ae7a3d3fe,59bb8900-6198-4718-84c7-aab4ca20508d,4121.3,International,Out
7fc4bd3f-84c0-4bed-9732-bacd8090661f,59bb8900-6198-4718-84c7-aab4ca20508d,1260.4,Internet,Out
ec2597eb-9482-40ec-9966-80b38231f16b,59bb8900-6198-4718-84c7-aab4ca20508d,2985.34,Branch,Out
76f1a8e8-455d-4614-8301-a06c54a1c8a6,59bb8900-6198-4718-84c7-aab4ca20508d,4073.46,International,Out
02a49e9a-2a8c-4efe-8def-bf070553c66b,59bb8900-6198-4718-84c7-aab4ca20508d,4789.53,Card,Out
aee0ba17-9d25-4068-9fca-fb85dc34d926,59bb8900-6198-4718-84c7-aab4ca20508d,2965.86,Mobile,In
af31dee8-81ea-4853-8415-a46760a55b8e,59bb8900-6198-4718-84c7-aab4ca20508d,2728.21,Mobile,In
c41e63d4-9cb1-4b59-9245-6606596fb6ce,59bb8900-6198-4718-84c7-aab4ca20508d,2883.8,Branch,Out
c9bbdda4-3080-4036-902f-4df3dffd1d40,59bb8900-6198-4718-84c7-aab4ca20508d,3017.69,Card,In
41e39149-7f30-4761-b2bc-e91aae8f191f,59bb8900-6198-4718-84c7-aab4ca20508d,3450.46,Mobile,In
2e8139fe-e75d-4776-b3b5-ab5c9fb8d4b8,59bb8900-6198-4718-84c7-aab4ca20508d,2603.91,International,Out
a86e45c6-a279-41f6-ad58-f5e065b2e4c5,59bb8900-6198-4718-84c7-aab4ca20508d,83.72,Branch,In
e0ad8c81-f297-4a6e-a8f3-0754358e5535,59bb8900-6198-4718-84c7-aab4ca20508d,1948.65,Card,Out
6a036e2f-5108-4482-bdb7-7a79990501f8,e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,1175.31,Mobile,Out
73cd3e91-2f5b-46f7-849c-230d3bb11ffe,e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,2225.82,Branch,In
51a3dfe4-7962-45a8-bf7d-7604ebd92165,e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,2001.38,Internet,Out
e97c0337-28f6-4012-aba5-a631cb776246,e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,2077.73,Internet,Out
047d4bc7-2753-4c4a-9136-8ea85bd3494b,e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,3322.77,Branch,Out
663cf258-e2c5-4f4d-949f-25e36b19b289,e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,2942.85,International,In
244a603e-156e-47f8-8af0-cf0c596b0c6f,e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,708.67,Internet,In
071c641d-2242-4baa-9ac6-2e25cf3cc829,e869707c-bdcb-4ffc-8dfb-a4e996cbdafb,2565.02,Internet,Out
b9a1f8c5-929c-4513-9e6f-46b9a77465af,937ca77c-b25b-4de7-9652-1e08c2f43c10,3083.67,Internet,Out
97affdcd-26a1-4f29-a85c-ecb9ed6d216d,937ca77c-b25b-4de7-9652-1e08c2f43c10,1485.85,Mobile,Out
52949fbd-1243-4159-9df5-6402492ca612,937ca77c-b25b-4de7-9652-1e08c2f43c10,3871.62,Card,In
edced19f-f47e-4c3e-9d5c-0525ec8f3b62,937ca77c-b25b-4de7-9652-1e08c2f43c10,1622.31,Branch,Out
0ac33b9c-37e6-4aaf-a917-5c82c4c34aeb,937ca77c-b25b-4de7-9652-1e08c2f43c10,3379.81,Internet,In
50d8929c-5157-4f3e-9766-cd4326d18922,937ca77c-b25b-4de7-9652-1e08c2f43c10,4505.76,Internet,In
94e17c88-b37d-4941-aa32-fd19c1e84c4a,937ca77c-b25b-4de7-9652-1e08c2f43c10,1514.39,Branch,In
3e8e9f65-6f96-4845-bb8b-1bf766f8197e,937ca77c-b25b-4de7-9652-1e08c2f43c10,1376.79,Card,In
cff716ad-b85f-40e5-ab1a-a0c576990442,937ca77c-b25b-4de7-9652-1e08c2f43c10,1545.99,Mobile,Out
2c1fd0db-689a-4f90-a550-0af12777a40b,937ca77c-b25b-4de7-9652-1e08c2f43c10,1240.54,Card,In
4bf1d7a8-b904-4b4e-9f57-1ce3d3a085ec,937ca77c-b25b-4de7-9652-1e08c2f43c10,1644.86,Mobile,Out
2e0cf801-f436-4b12-8391-ef93aa012ab9,412817eb-2246-49cd-acec-df821903f9b3,1416.13,International,In
1374975f-6081-48de-ae74-745d0af15cc2,412817eb-2246-49cd-acec-df821903f9b3,1927.02,Card,Out
9f9dda0d-425b-4476-a9ca-723755d145d2,412817eb-2246-49cd-acec-df821903f9b3,84.58,Mobile,In
ab37ff0a-a574-425f-86ed-eb1183ade32f,412817eb-2246-49cd-acec-df821903f9b3,1850.92,Branch,In
31ccd55c-18db-494a-96f2-ce968d1d122a,412817eb-2246-49cd-acec-df821903f9b3,4983.78,Internet,In
3918d757-1b62-4489-b94e-52be346b544c,412817eb-2246-49cd-acec-df821903f9b3,3289.22,International,Out
d9f0fa1f-c2a1-4a12-89ce-ab51a79a80da,412817eb-2246-49cd-acec-df821903f9b3,3381.53,Mobile,Out
92eae3b6-45c9-4b9b-8b29-fc3a0a5ac47d,412817eb-2246-49cd-acec-df821903f9b3,914.6,Internet,In
3975864c-d9da-4362-9a06-e43988d094a9,412817eb-2246-49cd-acec-df821903f9b3,1617.57,International,In
107187d9-2833-4002-9b04-9d89b451c12b,412817eb-2246-49cd-acec-df821903f9b3,2631.55,Internet,In
2d4177f0-156d-4288-a472-1ca1d1a4e006,412817eb-2246-49cd-acec-df821903f9b3,1404.88,Internet,Out
f3234331-1828-4e61-a6de-fcafd9ba9cdb,412817eb-2246-49cd-acec-df821903f9b3,1967.63,International,In
138664e3-c838-4cbc-ac42-e58bd42e937c,e8fb5a96-3b85-46e1-840f-54057a25ed81,798.08,Card,Out
82e89b5e-4bcb-48bd-bfca-79d85f42cf6b,e8fb5a96-3b85-46e1-840f-54057a25ed81,4756.88,International,In
1cd6cf0d-e228-48e4-a964-f172a9a9bd76,e8fb5a96-3b85-46e1-840f-54057a25ed81,4147.81,Branch,Out
2755d942-89cf-427c-9f5b-787eb6131739,e8fb5a96-3b85-46e1-840f-54057a25ed81,444.19,Card,In
6acac286-8b1e-401c-af79-029edea6a37e,e8fb5a96-3b85-46e1-840f-54057a25ed81,4526.81,Mobile,In
66c64e18-fdce-4d79-bfdf-76ae89293c77,e8fb5a96-3b85-46e1-840f-54057a25ed81,2955.8,Card,Out
1a9e82f5-0228-4e49-a4c4-e73c4c46bad8,e8fb5a96-3b85-46e1-840f-54057a25ed81,3024.58,Card,In
87e504ce-1c17-4c69-9535-99c6c379b61d,e8fb5a96-3b85-46e1-840f-54057a25ed81,1987.11,Internet,Out
8988266f-8e67-47d8-831b-dc7053a3b34e,e8fb5a96-3b85-46e1-840f-54057a25ed81,3760.11,Internet,In
fd236d28-4f2e-4a08-a3b3-dfd00ef90bcc,e8fb5a96-3b85-46e1-840f-54057a25ed81,4196.62,International,In
d650e1f3-2231-4476-8005-05394e3b744f,e8fb5a96-3b85-46e1-840f-54057a25ed81,2505.56,Mobile,Out
0ae689d6-003e-4a09-ac78-dec5d639d8aa,e8fb5a96-3b85-46e1-840f-54057a25ed81,47.87,Internet,In
91eca6b7-2d7b-4702-a365-798bcb6bb8fe,9929afeb-4884-4a14-9575-11addbeae9f8,485.15,International,In
eeb44055-ea62-4d3d-80a2-4679ed95e829,9929afeb-4884-4a14-9575-11addbeae9f8,540.15,Internet,In
86403806-a366-4154-b136-e9e57f71a837,9929afeb-4884-4a14-9575-11addbeae9f8,1066.12,International,In
504d39e0-d4f7-415f-be9a-f4fb7afe3780,9929afeb-4884-4a14-9575-11addbeae9f8,2452.15,Card,In
bc9b944f-c6a3-45d4-93c9-6c608551e6e8,9929afeb-4884-4a14-9575-11addbeae9f8,3022.48,Branch,In
66d78e18-a347-4f18-a341-6840f5b3029a,9929afeb-4884-4a14-9575-11addbeae9f8,3234.18,Internet,Out
66383fa3-dec6-4e8f-b21b-76e3482202f9,9929afeb-4884-4a14-9575-11addbeae9f8,2157.13,Card,In
becfa316-c66b-4a01-8f90-1410bfba290b,9929afeb-4884-4a14-9575-11addbeae9f8,929.19,Mobile,Out
b9668355-6f72-4b3c-9885-e9901e668738,9929afeb-4884-4a14-9575-11addbeae9f8,3580.56,Mobile,Out
a893b7e0-4bd3-43b4-b7bb-f1542119e1c1,9929afeb-4884-4a14-9575-11addbeae9f8,329.31,Mobile,Out
2412a2ab-9c4a-463d-9c9e-78442e27a7f7,9929afeb-4884-4a14-9575-11addbeae9f8,4849.44,Mobile,In
cf048f3a-6fa5-49d0-ae1f-18acb701001e,41ff81d1-689d-4205-8b31-f4d8e073c1d0,2901.04,International,In
317ca102-1339-4f4a-add5-f00525139dd0,41ff81d1-689d-4205-8b31-f4d8e073c1d0,1142.25,Mobile,Out
b0af70d2-4e3e-4f5f-8461-2c712eda833f,41ff81d1-689d-4205-8b31-f4d8e073c1d0,3637.51,Internet,In
29c09a85-48c9-4572-8ba4-0fdb105fef51,41ff81d1-689d-4205-8b31-f4d8e073c1d0,3717.07,Branch,Out
378a91e6-882a-4ff5-80c0-63fc9c9a9d7d,41ff81d1-689d-4205-8b31-f4d8e073c1d0,3257.94,Card,Out
480a202f-1cde-4b69-b8fb-04f3cbbc04a3,41ff81d1-689d-4205-8b31-f4d8e073c1d0,4581.08,International,In
82d621dd-f00a-4b85-bc50-1ef8bb94c73b,41ff81d1-689d-4205-8b31-f4d8e073c1d0,1431.47,Card,Out
c5c19ddb-917f-4389-a146-02b4eac2e8ad,41ff81d1-689d-4205-8b31-f4d8e073c1d0,2211.05,Mobile,In
1ca691e1-dda7-433a-b334-5e5bdca3aa0a,41ff81d1-689d-4205-8b31-f4d8e073c1d0,2225.25,Branch,Out
9d70773e-dcd9-469f-b897-59ef170d5c13,41ff81d1-689d-4205-8b31-f4d8e073c1d0,4725.45,Mobile,In
c2a663d6-d34c-41f2-a746-cfa4724eb58d,41ff81d1-689d-4205-8b31-f4d8e073c1d0,3391.62,Branch,In
9814697c-9c02-4145-968f-86586800155d,41ff81d1-689d-4205-8b31-f4d8e073c1d0,3353.7,Card,Out
934b45a8-4716-4e93-9ceb-5b43fa0d3875,be5f902f-b58a-4738-8166-72213063ae7f,3560.38,Mobile,In
a6d50103-18b6-45c5-86df-605bb0cebeff,be5f902f-b58a-4738-8166-72213063ae7f,1729.56,Card,Out
32fc5015-b2c4-406b-8381-023f292faba1,be5f902f-b58a-4738-8166-72213063ae7f,343.81,Branch,In
051852dc-8caf-4d2a-bc40-47fa1c6386f7,be5f902f-b58a-4738-8166-72213063ae7f,2773.33,Mobile,Out
6e96f611-e00c-44a3-b826-ad580e98686d,be5f902f-b58a-4738-8166-72213063ae7f,2741.73,Card,In
bcccd4b3-055c-4cac-a8ea-0d226c187782,be5f902f-b58a-4738-8166-72213063ae7f,3987.8,International,In
b4cb8396-2b08-4b7e-bec0-94b8b02d25b4,be5f902f-b58a-4738-8166-72213063ae7f,787.84,Internet,In
590bbfbc-0160-41c4-8ff8-a84c008ba779,be5f902f-b58a-4738-8166-72213063ae7f,3379.11,Card,Out
294a8a71-bf7c-4627-b25b-7c88efadd4b5,be5f902f-b58a-4738-8166-72213063ae7f,3134.06,Card,In
8b41bcd9-3182-4fde-962f-62e88a0bb8e4,be5f902f-b58a-4738-8166-72213063ae7f,1938.05,Card,Out
18ab202b-df7a-47b0-b044-f29765623354,be5f902f-b58a-4738-8166-72213063ae7f,1030.44,Internet,In
0be1bd38-a1be-4068-925f-38eb00fc3ce3,85c53910-93f6-4723-81d2-3a76ca179780,1000.13,Card,In
4528bbd1-2df1-4e76-8f42-ce0a539e832e,85c53910-93f6-4723-81d2-3a76ca179780,2700.36,International,In
e62e54eb-878a-4369-a2e4-4a013e889897,85c53910-93f6-4723-81d2-3a76ca179780,367.35,Internet,Out
007d3d37-b5b4-4dcd-8cc1-e0363c253eb3,85c53910-93f6-4723-81d2-3a76ca179780,4095.49,International,Out
b069acba-8d9b-4935-9af3-80a4ef70f8b6,85c53910-93f6-4723-81d2-3a76ca179780,3239.14,Mobile,Out
d7aae31f-6afd-4346-acc6-9033296e44d5,85c53910-93f6-4723-81d2-3a76ca179780,1111.14,Card,In
a8f4c2dc-2bc1-4824-9dae-8912cf70ea88,85c53910-93f6-4723-81d2-3a76ca179780,424.8,Internet,Out
9c88f367-c46e-40a4-9086-b124c7422b51,6001f54d-01d7-4831-850f-1cdc1e2a03f1,117.65,Branch,In
65ea60d8-737b-4961-8f44-a6f10ffc93bf,6001f54d-01d7-4831-850f-1cdc1e2a03f1,2273.24,Mobile,In
29fcd3e2-6ea4-4e17-b28f-c8c688b30922,6001f54d-01d7-4831-850f-1cdc1e2a03f1,2853.29,International,In
6fa760a9-c19b-4e2a-b517-6bfad298345c,6001f54d-01d7-4831-850f-1cdc1e2a03f1,4369.77,Branch,In
3a25be44-db98-4cde-be7b-15a3eefdf1cf,6001f54d-01d7-4831-850f-1cdc1e2a03f1,724.57,Card,Out
fe318a9e-8e49-4061-9805-aa2b2d6436ea,6001f54d-01d7-4831-850f-1cdc1e2a03f1,3001.2,International,Out
df40ae0a-e1cb-4d85-b4f1-7153e3b89773,6001f54d-01d7-4831-850f-1cdc1e2a03f1,1906.15,Internet,In
62a73ff5-e498-41a8-9c02-8ab78068f766,6001f54d-01d7-4831-850f-1cdc1e2a03f1,4854.78,International,Out
f5b16d2f-e1fc-4171-8a23-792cac553173,cde5c35a-b011-4b0a-b496-51d6a79055b0,2459.53,International,In
7bd0a126-d086-44d6-b6e8-d3bd342f4b08,cde5c35a-b011-4b0a-b496-51d6a79055b0,4009.22,Card,Out
15534416-bf3a-4509-a66e-cec56852833e,cde5c35a-b011-4b0a-b496-51d6a79055b0,1719.07,Branch,Out
1d3208db-a28f-47d0-9612-ad538172d09d,cde5c35a-b011-4b0a-b496-51d6a79055b0,4478.63,International,In
8ad634a7-f6a6-4d7f-a190-28e4e21e2ae4,cde5c35a-b011-4b0a-b496-51d6a79055b0,215.81,Branch,Out
d3c0331b-c002-4999-8fb3-0320e9bdb511,cde5c35a-b011-4b0a-b496-51d6a79055b0,3339.82,Branch,Out
65cc59d6-2d52-4b16-a709-9d55c49943ce,1b4909b6-5cbd-4682-a8aa-123650deef43,826.7,Card,Out
6f1e2050-3f71-4dab-9ad1-36d67472bd84,1b4909b6-5cbd-4682-a8aa-123650deef43,1471.26,Card,Out
c6e79a7b-f712-4813-8e01-009d8d59b363,1b4909b6-5cbd-4682-a8aa-123650deef43,4330.34,Internet,Out
130aef28-f920-41df-8035-c5551bd12715,1b4909b6-5cbd-4682-a8aa-123650deef43,327.43,Internet,Out
817ed3f4-a9f0-4ec4-a7b1-85f6309b7234,1b4909b6-5cbd-4682-a8aa-123650deef43,923.56,Mobile,Out
e66aeaff-337c-4ef0-a827-67c0ca85a82c,1b4909b6-5cbd-4682-a8aa-123650deef43,4715.9,Internet,In
2700b560-9bd8-4990-b786-834b39c1801b,1b4909b6-5cbd-4682-a8aa-123650deef43,2450.15,Mobile,Out
d961cea0-8a62-4b5c-ac4b-7dbd1961da1f,1b4909b6-5cbd-4682-a8aa-123650deef43,1576.94,Card,Out
394b5576-f887-4d7d-bb28-b3b18212f5df,1b4909b6-5cbd-4682-a8aa-123650deef43,4887.36,Mobile,Out
7609c580-2fd4-4a8e-a5d0-6bcf596d88dc,1b4909b6-5cbd-4682-a8aa-123650deef43,2561.43,International,Out
db2be1be-ba73-4eb2-999f-46ebbcb760a9,95dad216-a6cd-4e3c-ad13-0705279f91ab,831.79,International,Out
534b3dbb-7a14-430b-8742-45861034794e,95dad216-a6cd-4e3c-ad13-0705279f91ab,3543.71,Branch,In
bc7d0e39-c3a6-43ce-b019-eca2b54fae0b,95dad216-a6cd-4e3c-ad13-0705279f91ab,1541.07,Internet,Out
67f396b4-0510-4ebf-b347-fd7bf0e3b50f,95dad216-a6cd-4e3c-ad13-0705279f91ab,39.01,Card,In
