CustomerID,CustomerType,BranchID
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Individual,5
5304317f-af42-412f-b838-b3268e944239,Individual,6
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,Business,6
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Individual,4
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Individual,2
9132b63e-f162-47e4-a9c3-49e03602f8ac,Business,9
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,Business,3
e27a984d-6548-41d0-bfcd-9eb1a7cad415,Individual,7
24933b83-7577-40a9-a491-f0b2ea1fca65,Individual,9
beb79919-3f22-4af8-a3be-d01d43cf2fde,Business,6
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Business,4
956269f0-e5d7-4875-adad-d6c795a76d79,Business,6
ff50bde4-3825-47b8-9cab-cc97663f1c97,Individual,5
7e570ddf-8270-40a8-a369-b584ff5e9ff0,Business,4
dc713d96-0c0f-4195-817a-f08a1745d6d8,Individual,4
28f49481-a0a0-4dc4-a720-9bdf1c11f735,Individual,7
98ae4334-6c12-4ce8-ae34-0454cac5b68c,Individual,3
988c24c9-61b1-4d22-a280-1c4510435a10,Individual,3
405cacec-8774-49a9-b7d2-1e02ff01cf99,Business,9
f143262f-dc5c-4eed-8da0-365bf89897b9,Individual,10
1d53434b-b881-49b9-ae27-0da702f06b90,Individual,10
c0398710-8976-4334-a281-7efdae849217,Individual,6
5715bd6f-a416-4293-84c2-e2e3444ea7c8,Business,3
287d06ca-6f4c-469a-8b22-d3081c8eaee9,Individual,2
b8db0672-f42d-47cc-80d4-af5974273ca3,Business,2
f8cda88b-436d-46e2-b83c-fe0be037e5ed,Business,3
81f76d1c-2dbc-4134-830f-f46e8026695f,Individual,10
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,Business,7
81f631d4-a392-41a7-9777-a4774c66e0a8,Individual,10
5fb8d16c-2720-497d-b2eb-d6899be578c7,Individual,9
f4188f3f-8a14-4e62-a95b-4715c333e861,Individual,9
eb2263dd-87c5-421e-ac24-a3c5c754108f,Business,2
7d154385-52fb-443b-9954-6eb400257ad1,Individual,6
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,Business,5
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Individual,3
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,Individual,1
14296c07-f26b-4776-913e-4de2e0c53cb8,Individual,9
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Business,9
885f6e66-c2b6-42c5-ba5d-310011b7e948,Business,5
a8e56e0c-20de-435d-a031-d750c40db9b4,Business,3
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,Individual,3
9b49bd26-df57-459a-8715-a10343dac043,Business,10
edcd465e-3638-4821-b6e0-7cc06c52c49f,Individual,8
b09b2a5c-badc-432a-8159-0f538a0f4efb,Business,2
66245bfa-4fcc-439a-b683-d2e6337ea2df,Individual,5
5f987c71-a65e-488e-abf3-ad39fec21bbe,Business,1
7394988f-847f-49b4-a64d-1bcb702753a1,Business,10
1064005c-3985-43cf-bf76-be1d1efa2197,Business,2
8dcdcd03-969b-4662-8562-8059568cc69b,Individual,2
01d74256-3860-4ab6-96a4-02f23ae8cc93,Business,3
0f1259e0-a18f-46b6-b535-106e122c9a56,Individual,9
080aadfb-e7c9-4b26-9141-25c63a9bedd4,Business,5
839fbc50-1223-4513-9496-f63cdc1110c1,Individual,4
7c441fe7-ab42-40a7-874a-493b3ceddf2d,Business,5
b92da22b-21df-406f-8a0b-3c3336d8393a,Individual,6
93829b43-922f-415a-a1e3-db63ef7ddc76,Individual,9
7914c120-c8dc-419f-be35-11287900f7f9,Individual,2
1825bc54-30be-445f-a835-14f2ceb81f9d,Business,4
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,Business,6
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,Business,10
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,Business,10
0f844fef-1931-49ee-a56c-0941fbf24050,Business,1
ccf3a171-56dc-4907-ba6c-34ab6712303a,Business,1
310c0c00-3fa7-4104-9bf9-0e27dc96925e,Business,2
23e2fcb4-72d8-467d-894a-05e430b187ef,Business,6
766ecb15-474e-4c19-aef9-12766c006f61,Business,9
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Business,5
db20a56e-dc81-4fe7-8eda-8bbb71710434,Individual,4
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Business,10
03c72ba8-d605-4770-8a63-f881ffd0f9d5,Individual,4
c0e9ab30-ed26-42e9-97e0-11b7f8102383,Individual,7
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,Business,2
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Business,7
2a25a888-0f02-4ad0-a706-7ef466aa9385,Individual,7
63f2ae24-fc3d-4348-808d-4127610461e3,Individual,8
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,Business,2
b253d218-6c4a-47ea-8906-17f2747b6dba,Business,7
c88a618e-fed4-457d-bb02-6576f512c4c3,Individual,2
7c967f79-b7e9-4aca-a970-65e18e46d534,Business,4
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,Business,9
bc594585-9445-48c0-8ef8-c2d6f7fd5646,Individual,3
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,Individual,3
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Individual,8
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,Business,2
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,Individual,9
118a9d29-2f92-4996-99f1-95d014822f53,Business,1
dca02eec-acda-4acc-9165-e21098543881,Business,2
f10c718b-1eb0-438a-a75d-d5af3c365296,Business,3
94340a03-3f07-4814-91d6-3f78e3e9de99,Individual,8
14fcdd54-9e8f-4965-8a2c-827e98326856,Individual,4
90b2b633-956b-4c0c-a849-9b926b5252e3,Individual,1
42c18a62-ef48-48d5-90fd-9d3f85d51695,Business,7
506e5a9a-b758-488d-ab73-295b344a54b8,Business,7
21813d25-6552-48a6-83ff-50113d1a85dd,Individual,8
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,Individual,7
ef8c485b-c07a-40f2-add4-253b50f0fd0a,Individual,3
9f044aed-7552-4327-8262-7f7312922f83,Business,5
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Business,1
8181a8cc-3691-47eb-89a2-688b12c136e0,Business,6
5958a499-eeea-463e-a1e8-ac6843e42caf,Business,1
3e896c64-e117-4ac3-919c-4ea3e1805081,Individual,9
702cdd20-2862-48b8-88f4-ef125e9953d2,Business,1
4d71c366-b41b-4143-8b10-550cd5704f32,Business,3
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Business,10
aaf91531-0200-41f0-8768-a84fa76afde6,Business,4
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,Individual,2
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,Business,10
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Business,10
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,Business,7
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Individual,5
afffcfd2-341e-440b-97c7-00aab7b56ea7,Business,6
81627cf1-4394-42e6-9a58-7e8aa25d6b29,Business,5
e87d1c78-e7c4-41c7-8049-7b717d106c60,Individual,3
a2607723-17a0-4f49-8d01-280fd89a40c0,Individual,8
0b49452d-46d4-43f3-9450-281c6c6f7633,Individual,2
217d65a0-c568-41cd-9563-f61600e85ece,Business,8
295d6fbf-430f-401d-bad4-09e2a319dcb4,Business,2
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Business,9
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,Individual,3
b0e6a969-e213-42b0-b1ee-dba313432e61,Individual,2
093923de-8bab-4e3b-a628-6bfbe767dcea,Business,6
8d7248e2-951f-48d0-9e84-f058d5a804eb,Individual,3
0ab54bde-20a0-4502-ae06-809725e97977,Individual,9
eededb07-e623-4689-9d59-cd2a4eea04e7,Individual,10
0a368ce7-dc57-4131-b8e1-daa7cbceabde,Business,9
ae9bec36-35c7-436c-9b99-62c6e61fecc0,Individual,2
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Business,5
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,Business,2
bfddc3d9-9ee3-4c2a-b94d-62046808593f,Business,5
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Individual,10
ccc56569-f9e8-4369-a999-b735dd56cc94,Business,6
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,Business,5
ecab3301-bc8f-4d29-adea-94930658663a,Individual,5
696608aa-ee49-4329-884a-7b28550a1b46,Business,2
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,Individual,5
28c13091-444d-410b-bf87-e362cf8d446a,Business,1
61ee411a-1bac-47a7-b386-f7a4c991603f,Individual,3
787f2425-dbcc-4477-89e9-db0adf465290,Individual,3
eb1fa9f2-d10b-41d0-b317-347038f16a81,Individual,9
d20eac17-4e20-4d1a-9983-36e375d66ed4,Individual,9
39118497-3a43-42ba-9f0f-06cbcb9bc326,Business,2
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Business,3
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Business,6
59e4b671-4774-4c58-85f8-bc16f7860b50,Business,7
adf4e62d-6651-429e-8268-690ba43825b5,Business,1
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Individual,6
e08596db-1d87-4966-8710-d430f071d879,Business,6
94a1875d-2db6-4edb-82de-ffccf86c2ca2,Business,4
09cb3942-43f5-4a85-bbc9-f87af668a617,Business,6
587ef344-6f3f-420c-98b8-e4cc1bc044fc,Individual,10
6fb78271-504d-481f-8953-5b63ba81edd9,Business,4
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Business,3
30a900ad-939b-462d-a645-f129629c2ae3,Individual,1
6fa17735-b572-43d0-8b5c-ea6a41357e8c,Business,6
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Individual,4
f0b5156b-b82c-4074-afd5-dea589d7fd6c,Individual,3
3270e4fa-abae-4f43-bcae-8081bdf070aa,Business,7
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Business,8
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,Business,4
1fe771d6-d917-4793-a9d3-c2e6505cc686,Individual,6
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Individual,4
5380b904-688c-4015-aab9-7e494f2d4796,Business,1
8dedf9fb-4bb0-4f20-b27c-40266703b636,Business,7
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Individual,5
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Business,5
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,Individual,9
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,Individual,9
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Individual,1
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,Business,5
7118e364-7709-4749-927e-ecfaa79ac9aa,Business,10
82dc4c8e-36b5-429a-acf5-e81e71316269,Individual,1
f5b78cc7-e6b3-4944-8b32-3e357922bac2,Business,10
a8aa7158-2b70-4525-bc67-f831cbc84759,Individual,6
a9f25336-83f4-49a9-88a6-39d015b52908,Individual,7
17e8392a-55ce-45db-9e87-e04ca2086977,Business,7
3c20592f-c04a-46c4-b3b6-3fe1d1843324,Business,5
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,Business,7
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,Business,9
9c7c7377-79a2-4903-bbe3-3b243eae0032,Business,6
74962764-12a4-4ef0-84bb-b7a9d98868dd,Individual,2
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,Individual,10
624c69b6-b244-45a7-b7e5-848131c681ec,Individual,2
25c73c44-3e75-43b4-a64f-a6637e8f8095,Individual,9
e4855aa1-016b-4287-b008-05cca7f36ae9,Individual,7
e2add909-c521-4f2d-9c45-d539c03f3538,Individual,7
3805f907-6cd6-4193-8746-8f591b494e15,Individual,9
b227462c-f53d-4330-8dda-24ba2d06e8cf,Business,4
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Individual,7
1f115b76-d92c-4227-aadf-50853fcb7546,Business,10
76f2dbfe-cd29-436f-a222-82e174daaebf,Individual,7
8f15ba58-fce6-4504-87f8-424daae65fc1,Business,5
c1581092-f335-4ba3-913a-7052986f9025,Individual,4
d0a44432-9cd6-4852-b14c-7df4e4347d51,Individual,10
6d3ee1dc-8139-4443-a45b-712eb8225688,Individual,8
722764e6-8c41-461b-a827-a1b9d4a02e53,Individual,8
dc8aee30-be60-43f7-a8be-9288e5af6e39,Business,9
c074718e-425a-409f-b337-c59979844388,Individual,3
46fde062-a33d-47af-9701-410d3f4b1a70,Business,5
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,Individual,2
709b7d97-464c-44af-bd3f-3799a07295e9,Business,5
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Business,4
e49d681d-51d8-4c64-95fa-1ab8458f1f19,Business,1
269cd696-236c-4b87-94a0-bccb8a476a87,Business,4
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,Individual,10
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,Business,8
7746d0ba-8ae8-405b-94b4-a48268586eba,Individual,10
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Business,7
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Individual,7
05000bc6-b20d-4b6e-b231-1f1795863a76,Business,3
9360715f-c3fe-4183-a172-b725db52ca58,Business,2
f1578470-0182-47c4-ba1b-58066160a6b4,Individual,4
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,Business,9
d5f25073-f414-42b1-a442-9ebbda7b9095,Individual,1
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,Business,2
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,Individual,3
45df16b6-382c-443f-bcfc-9b793875394c,Individual,9
638c254c-076e-4bba-bc53-08bf6f92f25e,Individual,8
cc530e36-addc-4e13-ab3b-4d37560c95ee,Individual,9
d72b6108-2a40-4f12-b963-f37f67814c1f,Individual,3
fb10987f-20ac-4703-ab67-146a77a6e17c,Individual,8
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,Individual,4
a9ba5a27-907b-4e36-9786-48f864de82e6,Individual,9
6db99102-a48b-4dbe-957d-94a106f028ff,Individual,4
2e85cb21-7631-4e9d-9de9-f86322bd3388,Individual,8
53cd6268-610c-4373-8299-9aa40cdf742b,Business,5
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Business,5
473bd358-610e-4a64-a130-1617c2dff335,Individual,6
6bebac31-d4f8-4d72-b382-1cfdc083b73a,Business,3
78660765-14f7-4e8d-95bc-b8d04094dded,Business,4
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,Individual,3
39669fa7-5997-4043-b3b1-025bfff9f585,Business,2
f510ab53-c7fe-439f-9190-f938a66fd7f7,Individual,7
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,Individual,9
d6d7b3b8-3309-4d35-bf4d-f561f319c125,Individual,7
3d114802-2702-478b-9f0f-da8d05379ff6,Business,4
1d48a071-ab61-47b1-b93b-4c3220500494,Individual,7
770c7798-37cc-463b-b2a0-345990604f62,Business,10
5e6fea07-c453-4f1d-8199-2fdfb31022f0,Individual,8
f6b751f7-9b74-4245-9b1b-c8952af43ab7,Business,6
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,Individual,7
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Individual,9
edcb8cb6-0692-4c63-9424-aed51bac5c15,Business,8
e87466d7-ad66-41bd-9367-6a024fdc6e1b,Business,5
f1043785-658b-4523-a014-1de9f54ad0a2,Individual,8
9793b9b4-1374-4146-b2c5-bd89b70b3420,Business,7
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Individual,7
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,Business,8
ce3714af-99b4-4350-af2b-99b4d9acd158,Business,10
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,Business,7
8861fe18-58e2-4888-8a83-81bec85aca46,Business,2
11a72609-5edd-4bbf-a959-76636daa2e68,Individual,3
033d2bce-575a-4d2c-a5c5-650c8186a576,Individual,3
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,Business,5
5cb85aed-f5f6-4c97-aefb-63b11b049863,Individual,6
75b17a55-d426-4982-a43e-4288a2b5b498,Business,8
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,Individual,6
a6846099-f729-4951-8591-31d2bbda0242,Individual,5
eb6c1016-cee6-44d0-9dac-6e8345241ea6,Individual,5
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Business,8
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,Business,9
3ed8c56c-da09-4fa0-9282-8d8044b591f7,Business,6
4767d76c-162f-4a24-af43-613cd4aac9a3,Business,2
c01f36bf-3e6d-458b-b367-c28de1b294de,Business,1
ab0e664e-9c3e-42d5-91e1-aa9676f72255,Business,4
7e8adee7-0758-4201-961e-16d16105716b,Business,10
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Business,4
4223623b-cc3e-4dde-9ad5-cf06364d7c87,Business,8
989d9d4a-e15c-4666-8797-b2c957207246,Business,10
8e485223-46b9-4991-a14e-b70db380c73a,Business,8
30e912f2-f2b4-4abf-8441-aefd0299436a,Individual,6
680bac63-b856-4035-bdc9-829015eabb27,Business,10
3d85de89-c217-4429-8e20-07247d137018,Business,3
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,Individual,2
046a0df5-cafd-4613-b2bb-912d7da67785,Business,5
6786d506-38ba-4abc-8b53-05e517d2582e,Individual,7
a9f948b2-4e63-44bb-be49-3f43b118f68d,Business,2
8db06746-7927-4973-9e78-1fd794e0d3ba,Business,2
ff233d5f-6ced-415d-9800-7c0287ea7ff5,Individual,10
5a104129-54ae-4d1b-8ce6-424dbef59fe6,Business,10
4e7ed827-455a-4762-b428-a656b3ee4d3b,Business,6
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,Individual,6
be2d740a-1e9b-43bc-90c7-c006314d3441,Business,9
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,Individual,1
bd1531c8-3764-4bda-b108-d4482f65fafa,Individual,8
96ef2ad6-b97e-4703-86c8-adfe7bf47042,Business,7
98c7472a-864e-4a13-829c-fc0cfa02eaec,Individual,8
d52721e7-19bc-443e-bb02-bebb48729a4d,Business,7
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,Business,9
b540b30e-039f-4a25-8d61-68bd2defe193,Individual,10
0ba6eab9-4639-447b-a067-bdac88bd13d1,Individual,8
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Individual,10
a34b6cf6-2053-4a42-b1af-db65b289f224,Individual,6
1a432f0a-7daa-49f0-80b6-fce2de53790a,Business,2
48ca7651-92f5-4f7b-8323-d342df6a8f93,Individual,8
5738811d-70c2-403f-ba8d-03aa782a65e0,Business,8
40a26c60-0d27-4659-b72a-da9b2f32751e,Individual,6
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,Business,8
7de31a51-6694-4343-90ba-58e3d2762bdc,Individual,3
afbb411a-a123-4a8c-93b7-a88612f70c97,Individual,4
cfa701cd-2631-400b-a6d7-94d30db95301,Individual,5
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,Individual,5
8edddfcd-1e52-4770-bf89-7142fe716b14,Individual,9
989bc4da-9b37-422b-aa8a-616fc3b290d0,Business,9
c693da11-39c6-41ca-9e50-aa42ca6dfda1,Business,2
e893be3d-7354-4a6f-a160-745985c7504b,Business,7
96a9954f-dc33-41f9-8c1f-55ab715629ee,Individual,9
9191b363-4e2d-4645-adc7-cac7fd72b050,Business,8
f5c9b047-9c10-4572-8f6b-40d09efba58b,Individual,8
c342bd2b-f295-456e-9967-5f06bd767e35,Business,2
43bfd931-3605-4f54-a021-c0ca3531968d,Individual,4
3d67cde9-2834-44c0-94c8-b3b4a911d192,Individual,4
2812859a-1337-439e-8d4f-5d272c7f0b79,Individual,10
b07aa066-7354-45ea-a894-9b8d00af5b3a,Individual,8
085b15fb-4a8f-4810-b84c-2f29980402a2,Individual,7
48603b32-b4fb-4eb9-89c1-3de73b4206c5,Individual,6
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,Individual,5
43b9da13-ec85-4f37-bbc1-a987aff8754d,Individual,5
96fc734d-a003-4d28-8a8f-3653c9af18f8,Business,2
32a447b2-ef04-457d-8dcc-c33aa9434aa0,Business,6
398d1ca6-8b68-40b5-9d61-fac36cd5e859,Business,9
44007d5a-e88d-4719-a624-2b40a5cb63a2,Business,4
0f44704f-1247-4a4e-a469-98e8d39e198b,Business,8
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Individual,10
ebd34616-91b7-4d8e-9301-6989bfbbb17f,Individual,2
77fc9703-1fd5-4423-b06c-5c5649e2623d,Business,5
670acc5c-b321-4f21-8dd8-eb85b04d3376,Business,6
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,Business,5
9918ee46-1497-4658-b010-f7197e695d0d,Business,9
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,Business,5
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Business,1
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,Individual,3
964db03f-9340-4fad-9c4a-d56bd6016237,Individual,2
c3c75611-ffe3-4a49-854f-92fff366bad4,Business,10
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,Individual,8
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Individual,8
7135f221-a6c9-437f-84da-d06a7872bdeb,Individual,3
ff37d19c-2e76-428b-8735-44f9ea83bf00,Business,5
d0725b5c-a281-4044-af96-288295d82980,Individual,2
785299f4-175b-498d-b814-01027de1bdfe,Business,7
5230dfbd-5553-42fe-a889-803e5913f9d3,Individual,2
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Business,3
7ed70ed7-b194-490b-a961-929e546e035a,Business,10
668409e3-f1f8-443e-a99f-131849c8a43f,Individual,2
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,Business,2
409d3602-5084-4242-968b-1625746f7891,Individual,10
c5c5b37a-f85e-46a1-9dad-09b252c21221,Business,9
d32e6dcd-83bc-4478-9d6a-c7b86778043b,Individual,8
de8ede0b-a85c-4e4a-804b-6fabfcf56188,Individual,5
0de051a6-69ca-47d2-b644-14fd8ae769ed,Individual,5
9f64eeed-5c9d-427d-84b8-71bb300568d2,Business,10
71299889-a01a-4992-bf9d-3e64c1a6423b,Business,4
445dcc38-341c-4494-8d36-6dfcc28ebd70,Business,5
49bc473f-ed7b-4656-a18a-15368c99a894,Business,3
7c16128d-b2c0-4394-a17f-29e170286046,Business,3
a14923c2-f920-464c-8763-fcd01f15c7b6,Business,3
b5b453ca-3d42-493c-8c9f-d3349bdf0377,Business,7
03802b70-8d03-491e-8f8d-5238288b78b5,Individual,10
3985fb62-17dc-4eff-a872-13f98d605936,Individual,5
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,Business,4
a5d04d53-1e12-42e3-b272-92b6762172ed,Individual,5
eec259dc-7f95-497c-a76a-a6ced50755d9,Individual,2
b495db4e-8245-4fb4-8ab7-706eb77350ca,Business,5
7b85179a-d5b0-47e0-aa5d-932b45ff2c83,Business,7
74eff545-3e65-4603-b8e3-654bfaf14ff0,Business,9
30cbd755-6232-417a-a507-41818d1fb540,Business,3
bf0d073d-821c-4336-9970-cf60ebff8d15,Individual,3
11df12d7-dd30-4e89-a2f2-35f2e11b868d,Business,1
dabac50d-ca3d-4859-85ce-099c46b82659,Business,5
c9a7d91f-ef2a-4713-9702-10496a39aaa6,Individual,8
00a81de9-d20f-47d0-8465-6d6b81fb18b3,Business,8
d664d264-4c6e-47ff-b9de-7a3a486822b9,Individual,7
a8f1e091-ffb8-402d-9475-dbc996418ced,Individual,9
7250ee18-260a-4962-9d81-b7f57d5911c6,Individual,8
551ac8ea-585a-4afa-bbfd-cc1289e06ab3,Business,10
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,Business,7
de9e3757-5260-401e-aecf-67d2749176f4,Individual,10
3d225c30-b28f-41de-bb14-0bc3304b8590,Individual,1
db23aa8c-3bca-4f85-a20a-60ac9261549d,Business,4
517400f8-0b2c-482a-a928-8e92c68a152f,Business,5
e9d68f23-b489-4070-b914-f8a8bea4ff31,Business,3
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,Individual,9
a6eab79e-d21c-42f8-8ada-4f80a9e782d4,Individual,5
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,Business,10
f72169bb-8096-4718-a051-acef097a1e10,Individual,8
19b17e80-dea4-4e17-94fd-9ad39716108e,Business,8
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,Individual,7
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,Individual,6
def57689-68f4-4bce-a4e7-5e8eb8f21423,Business,3
1327f1bc-2784-478f-b84f-16b3a79fbfaf,Individual,7
43d88870-f81d-4aa1-8812-0a8e78308930,Individual,5
65c17795-b155-46bc-9f8d-ed9756abf2f1,Individual,9
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,Business,8
889b78d5-dbfd-497e-aca2-b148da330aa1,Business,6
a075e927-5110-4492-b442-7e0b61484bb3,Individual,6
7cea2045-c268-483e-a32f-2e63b7fddd71,Business,7
9e11d2cd-0930-4ef6-8a80-068ddf547e50,Business,9
af34cf65-a193-44b2-bc19-e71d118405ad,Individual,7
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,Business,4
